ID,Integer_encoding,Genotype,Mutation type,Crossover type,Search strategy,Type,Accuracy,Loss,FLOPs,CPU Hours,Number of Parameters,Parent1,Parent2,Before Mutation,HD_P1,HD_P2,HD_BM
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1),"[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,9,3,6,5,10,"[0, 0, 0, 1, -1, 0, 0, 1, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 0, 1, 1, -1, 0, 0, 3, 0, 1, -1, 0, 2, 4, 0, 2, 0, 3]",[],99999,99999,99999
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2),"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,8,8,4,1,8,[],[],[],99999,99999,99999
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1),"[0, 0, 0, 1, -1, 0, 0, 1, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,9,3,2,10,4,"[0, 0, 2, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 4, 0, 2, 0, 3]","[0, 2, 0, 1, -1, 0, 0, 2, 0, 1, -1, 0, 2, 1, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 1, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]",5,4,0
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2),"[0, 0, 1, 1, -1, 0, 0, 3, 0, 1, -1, 0, 2, 4, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,7,4,10,1,8,[],[],"[0, 0, 1, 1, -1, 0, 0, 3, 0, 1, -1, 0, 2, 4, 0, 2, 0, 3]",99999,99999,0
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1),"[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,1,8,10,10,2,"[0, 0, 0, 1, -1, 0, 0, 1, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 0, 1, 1, -1, 0, 0, 3, 0, 1, -1, 0, 2, 4, 0, 2, 0, 3]",[],99999,99999,99999
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2),"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,5,5,9,6,10,[],[],[],99999,99999,99999
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1),"[0, 0, 0, 1, -1, 0, 0, 1, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,9,3,2,10,4,"[0, 0, 2, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 4, 0, 2, 0, 3]","[0, 2, 0, 1, -1, 0, 0, 2, 0, 1, -1, 0, 2, 1, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 1, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]",5,4,0
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2),"[0, 0, 1, 1, -1, 0, 0, 3, 0, 1, -1, 0, 2, 4, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,7,4,10,1,8,[],[],"[0, 0, 1, 1, -1, 0, 0, 3, 0, 1, -1, 0, 2, 4, 0, 2, 0, 3]",99999,99999,0
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1),"[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,2,6,7,5,5,"[0, 0, 0, 1, -1, 0, 0, 1, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 0, 1, 1, -1, 0, 0, 3, 0, 1, -1, 0, 2, 4, 0, 2, 0, 3]",[],99999,99999,99999
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2),"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,2,7,8,2,[],[],[],99999,99999,99999
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1),"[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,2,6,7,5,5,"[0, 0, 0, 1, -1, 0, 0, 1, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 0, 1, 1, -1, 0, 0, 3, 0, 1, -1, 0, 2, 4, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]",3,5,0
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2),"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,2,7,8,2,[],[],"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]",99999,99999,0
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2),"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,2,7,8,2,[],[],"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]",99999,99999,0
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1),"[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,2,6,7,5,5,"[0, 0, 0, 1, -1, 0, 0, 1, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 0, 1, 1, -1, 0, 0, 3, 0, 1, -1, 0, 2, 4, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]",3,5,0
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1)(1),"[0, 2, 0, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 4, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,9,8,3,9,2,"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]",[],99999,99999,99999
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1)(2),"[0, 3, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,1,4,2,5,7,[],[],[],99999,99999,99999
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2),"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,2,7,8,2,[],[],"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]",99999,99999,0
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1),"[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,2,6,7,5,5,"[0, 0, 0, 1, -1, 0, 0, 1, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 0, 1, 1, -1, 0, 0, 3, 0, 1, -1, 0, 2, 4, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]",3,5,0
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1)(1),"[0, 2, 0, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 4, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,2,4,4,1,"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]",[],99999,99999,99999
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1)(2),"[0, 3, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,1,3,2,10,8,[],[],[],99999,99999,99999
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2),"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,2,7,8,2,[],[],"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]",99999,99999,0
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1),"[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,2,6,7,5,5,"[0, 0, 0, 1, -1, 0, 0, 1, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 0, 1, 1, -1, 0, 0, 3, 0, 1, -1, 0, 2, 4, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]",3,5,0
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1)(1),"[0, 2, 0, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 4, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,7,8,10,6,3,"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]",[],99999,99999,99999
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1)(2),"[0, 3, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,1,6,2,5,[],[],[],99999,99999,99999
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1),"[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,2,6,7,5,5,"[0, 0, 0, 1, -1, 0, 0, 1, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 0, 1, 1, -1, 0, 0, 3, 0, 1, -1, 0, 2, 4, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]",3,5,0
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2),"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,2,7,8,2,[],[],"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]",99999,99999,0
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2)(1),"[0, 3, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,9,6,8,1,5,"[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]",[],99999,99999,99999
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2)(2),"[0, 2, 0, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 4, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,9,2,3,5,[],[],[],99999,99999,99999
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2),"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,2,7,8,2,[],[],"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]",99999,99999,0
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1),"[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,2,6,7,5,5,"[0, 0, 0, 1, -1, 0, 0, 1, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 0, 1, 1, -1, 0, 0, 3, 0, 1, -1, 0, 2, 4, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]",3,5,0
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1)(1),"[0, 2, 0, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 4, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,6,1,10,3,2,"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]",[],99999,99999,99999
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1)(2),"[0, 3, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,6,1,5,6,[],[],[],99999,99999,99999
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(1),"[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,2,6,7,5,5,"[0, 0, 0, 1, -1, 0, 0, 1, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 0, 1, 1, -1, 0, 0, 3, 0, 1, -1, 0, 2, 4, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]",3,5,0
451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(1)-451-111(2)-451-111(1)(2)-451-111(2)-451-111(1)(1)(2)(2),"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,2,7,8,2,[],[],"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 2, 0, 2, 0, 3]",99999,99999,0
